-2.5046027,51.488421
-2.5482737,51.4990861
-2.9632508,51.3334876
-2.9662779,51.3328013
-2.9655128,51.3320661
-2.965221,51.3322484
-2.5719153,51.5422038
-2.5582197,51.5416125
-2.5457112,51.535819
-2.5451684,51.53568
-2.5961865,51.5263813
-2.6037234,51.5282733
-2.5964204,51.4583321
-2.6102254,51.4402619
-2.6132555,51.4420601
-2.6133688,51.4419996
-2.665719,51.5610591
-2.4153395,51.5403506
-2.9418623,51.3445533
-2.9398969,51.3455345
-2.9267921,51.3607332
-2.9291283,51.3599168
-2.8773393,51.3719695
-2.4051323,51.5424221
-2.5928218,51.4510925
-2.3595887,51.3833888
-2.3009343,51.3418203
-2.314741,51.3578074
-2.3596802,51.3797403
-2.360428,51.3814493
-2.3560063,51.3777046
-2.3629041,51.3832302
-2.3657469,51.386919
-2.3674105,51.3881241
-2.3614884,51.3837378
-2.3613473,51.3834382
-2.3612731,51.3834506
-2.3613978,51.3837458
-2.3618417,51.3847129
-2.3619235,51.3846995
-2.3570549,51.3899876
-2.3565384,51.3899966
-2.3545707,51.3765226
-2.3597995,51.3796892
-2.3583787,51.3817907
-2.3596278,51.3859696
-2.2824678,51.3392437
-2.4910101,51.4188117
-2.3597849,51.3785501
-2.3594756,51.3849958
-2.3600508,51.3777318
-2.3666257,51.3737629
-2.3630386,51.3811595
-2.3633333,51.381224
-2.363616,51.3815585
-2.4599238,51.416894
-2.4599403,51.4168638
-2.515402,51.6093992
-2.5853974,51.4561011
-2.6128431,51.4632105
-2.6082194,51.4571268
-2.6098971,51.4646311
-2.6098851,51.4649268
-2.6093272,51.4633961
-2.6098538,51.4635712
-2.6097027,51.4635298
-2.6098453,51.4645288
-2.6081152,51.4570294
-2.6059892,51.4561107
-2.6078119,51.4569918
-2.608308,51.4574735
-2.6080692,51.4569734
-2.6137722,51.4688119
-2.6154476,51.4703923
-2.6118923,51.4671439
-2.6121397,51.4672832
-2.6128164,51.4680168
-2.613211,51.4683696
-2.6136856,51.4687344
-2.6133928,51.4681939
-2.6108561,51.4659468
-2.61149,51.466602
-2.6084827,51.4642733
-2.6029505,51.4562506
-2.6030927,51.4561873
-2.6116607,51.465079
-2.6117787,51.4650656
-2.5691467,51.5021485
-2.6045248,51.481009
-2.6040684,51.4813384
-2.5630298,51.4909215
-2.6042804,51.455748
-2.6197234,51.4546379
-2.6188225,51.4556729
-2.4945281,51.4364716
-2.4936443,51.437982
-2.5731777,51.5099012
-2.6189043,51.4551838
-2.6113244,51.4573667
-2.6112115,51.4573623
-2.6144639,51.4694437
-2.6206534,51.4545922
-2.5898117,51.4629644
-2.6222222,51.4602308
-2.5988775,51.4766019
-2.5997593,51.4525575
-2.5998813,51.4524858
-2.5978933,51.4534226
-2.5979174,51.4533549
-2.598179,51.4517169
-2.5968995,51.4523981
-2.5991933,51.4522799
-2.5979845,51.4517178
-2.5562595,51.5078131
-2.604771,51.4610116
-2.5826499,51.4512763
-2.5829396,51.4513548
-2.5828511,51.4513899
-2.5893152,51.4576192
-2.6148096,51.4554348
-2.6150403,51.4555217
-2.6191411,51.4553654
-2.5826419,51.4512245
-2.5983873,51.4501826
-2.6014951,51.4479599
-2.6021452,51.4480842
-2.6074116,51.4508821
-2.6146703,51.4554888
-2.5970004,51.4494062
-2.5970138,51.449336
-2.5969065,51.4492357
-2.5971509,51.4490351
-2.5983659,51.4502411
-2.5833715,51.4487038
-2.5840544,51.4485369
-2.5842534,51.4486651
-2.5881601,51.4493497
-2.5933627,51.4492303
-2.586979,51.453491
-2.5836754,51.4501959
-2.5837424,51.4499837
-2.583678,51.4499252
-2.5812922,51.4494998
-2.5890024,51.457547
-2.5884784,51.456725
-2.5881297,51.4565679
-2.5880492,51.456471
-2.588328,51.4565779
-2.5928021,51.4577612
-2.5927163,51.4578231
-2.5920154,51.4580743
-2.5905574,51.4582021
-2.5894467,51.4580938
-2.596415,51.4582375
-2.595428,51.4588722
-2.5939017,51.458443
-2.5937167,51.4583729
-2.5931106,51.4581038
-2.6063308,51.4627097
-2.6023454,51.4612992
-2.5969922,51.4573565
-2.5396797,51.5255892
-2.6083054,51.4641381
-2.5945603,51.4595863
-2.5928544,51.4598069
-2.5925754,51.4596398
-2.597941,51.4564799
-2.5932495,51.4710535
-2.593134,51.4710648
-2.5923024,51.4718102
-2.5924019,51.4717235
-2.5918722,51.4721733
-2.5912105,51.4729332
-2.5915212,51.4747469
-2.5914378,51.4749133
-2.5916256,51.4742121
-2.5913084,51.4748365
-2.5466006,51.5003744
-2.6033954,51.5234581
-2.5959843,51.4568217
-2.5604772,51.505999
-2.541758,51.502542
-2.5406851,51.5016304
-2.6420532,51.4381246
-2.5911545,51.4754191
-2.5908021,51.475435
-2.6111539,51.4595328
-2.5935224,51.4703257
-2.6114336,51.4645004
-2.6113746,51.4645021
-2.5927584,51.4688888
-2.5919016,51.4681449
-2.6034325,51.4552621
-2.6096072,51.4639384
-2.6133199,51.4567022
-2.5865481,51.4844419
-2.4504923,51.4054353
-2.6664107,51.4287941
-2.6047466,51.4434643
-2.5964815,51.4499845
-2.5941102,51.4437742
-2.6135335,51.442217
-2.5900548,51.464082
-2.6119863,51.480376
-2.6138234,51.3501812
-2.9771153,51.3285033
-2.3593951,51.3796185
-2.362578,51.3814544
-2.3640695,51.3833507
-2.3615889,51.3839722
-2.3615058,51.3839847
-2.3619054,51.3846639
-2.3597162,51.3856625
-2.3612201,51.3832147
-2.5584759,51.5430163
-2.5817278,51.4505425
-2.6218286,51.4470457
-2.6219366,51.4468839
-2.5735689,51.4399937
-2.5762994,51.4410169
-2.5831203,51.4480683
-2.5997987,51.4168477
-2.3450307,51.3443372
-2.9256847,51.3606945
-2.9282408,51.3600302
-2.9266343,51.360786
-2.956608,51.3674351
-2.960886,51.367348
-2.9632785,51.36395
-2.9717383,51.3447
-2.9722693,51.34448
-2.9724973,51.3442283
-2.9148057,51.35283
-2.909763,51.357788
-2.6122785,51.4495641
-2.6123281,51.4495612
-2.6643781,51.5600744
-2.6076619,51.4569158
-2.9741816,51.3465542
-2.5725719,51.5102546
-2.5998699,51.4439001
-2.5644741,51.46764
-2.6035229,51.4570091
-2.6019937,51.4592445
-2.6029353,51.4571577
-2.6014626,51.4569179
-2.6052394,51.4570749
-2.4081415,51.3907638
-2.606437,51.4550714
-2.6057312,51.4547939
-2.6050101,51.4552217
-2.6062599,51.4554993
-2.5900716,51.4651225
-2.7505008,51.4197248
