-2.979847,51.347602
-2.9961944,51.5893686
-2.9994817,51.5873315
-2.3584359,51.3806348
-2.979622,51.347595
-2.980024,51.347585
-2.976376,51.346295
-2.5948008,51.4537037
-2.6160398,51.4704029
-2.815452,51.2872734
-2.6111314,51.4592495
-2.6106816,51.4588478
-2.5765723,51.4492734
-2.9973957,51.5856816
-2.6068918,51.4558735
-2.6178926,51.4944336
-2.357844,51.3774609
-2.5474495,51.5001421
-2.5981952,51.4531018
-2.3561192,51.3906036
-2.357476,51.383676
-2.4841408,51.285855
-2.5804731,51.4500793
-2.7679366,51.4787424
-2.6118357,51.4587255
-2.5769638,51.4664707
-2.5925009,51.4511183
-2.3576155,51.3774619
-2.5973878,51.4497689
-2.3625862,51.3848843
-2.3606244,51.3839443
-2.3626467,51.3829007
-2.3627179,51.3818019
-2.5956887,51.5251758
-2.5995093,51.4516985
-2.6103592,51.4645455
-2.3968606,51.5381424
-2.3584611,51.3793273
-2.3632741,51.3810601
-2.3559064,51.3826453
-2.8157649,51.5781635
