-2.3569161,51.3778053
-2.3584592,51.3816818
-2.3624312,51.3811962
-2.6086062,51.4620591
-2.6149294,51.4703024
-2.6192518,51.4554265
-2.6777114,51.6404963
-2.601745,51.4536724
-2.6017063,51.4535888
-2.5461594,51.5004367
-2.3252268,51.3792634
-2.5436514,51.5144148
-2.6063071,51.4563864
-2.5812009,51.4496278
-2.5922743,51.4536462
-2.6155845,51.4708892
-2.613565,51.4685818
-2.6713679,51.6400189
-2.5864477,51.4578034
-2.597894,51.4543443
-2.6005576,51.4527622
-2.5986212,51.4509707
-2.5982694,51.4520441
-2.5091022,51.4811335
-2.5935682,51.4583057
-2.6089453,51.4624867
-2.6088206,51.4626391
-2.6095106,51.4639257
-2.5038117,51.4878157
-2.573131,51.509965
-2.608231,51.4576709
-2.3930068,51.5380516
-2.362133,51.3849033
-2.5801806,51.4568995
-2.5969984,51.4540784
